n_valid_seeds,f1_full_mean,f1_hif_mean,delta_f1_mean,retention_mean_pct,paired_ttest_p,delta_f1_ci_low,delta_f1_ci_high
10,0.4578767020590915,0.8061253050963002,0.34824860303720856,16.71686746987952,7.834834563827047e-08,0.2978848417919298,0.3986123642824873
