generator,seed,target,target_is_hub,retention_pct,f1_full,f1_hif
vine,49,poverty_status,True,76.85,0.4930573312136608,0.6265172735760971
vine,49,education,True,76.85,0.49319255348707974,0.4815500154201362
vine,49,tenure,False,76.85,0.5082226834371066,0.5298694081689358
vine,49,cost_burden_pct,False,76.85,0.5048335690607121,0.4968111871745363
vine,49,employment_status,False,76.85,0.49030606702893,0.48481198983005486
vine,49,household_size,True,76.85,0.45943045321418585,0.512613308973368
vine,49,age_group,False,76.85,0.5762853234577787,0.612415023531945
vine,50,household_income,True,82.69999999999999,0.47154776491377226,0.6013466366054971
vine,50,housing_cost,True,82.69999999999999,0.4798555154209503,0.5699952221691351
vine,50,poverty_status,True,82.69999999999999,0.4802729567551651,0.6364098065469319
vine,50,education,True,82.69999999999999,0.500655494042102,0.5782384369816542
vine,50,tenure,True,82.69999999999999,0.4435144928545367,0.474671669793621
vine,50,cost_burden_pct,False,82.69999999999999,0.5023314203730272,0.4768253968253968
vine,50,employment_status,False,82.69999999999999,0.4223024734942886,0.4708891676936387
vine,50,household_size,False,82.69999999999999,0.4308881670066228,0.45259738092324125
vine,50,age_group,False,82.69999999999999,0.47538235910328935,0.49040086783218545
vine,51,household_income,True,79.14999999999999,0.3975953876832453,0.5749704840613932
vine,51,housing_cost,True,79.14999999999999,0.46903249655543233,0.492392873396975
vine,51,poverty_status,True,79.14999999999999,0.4549163424775111,0.5992474758156984
vine,51,education,True,79.14999999999999,0.46139435300414827,0.4807892004153686
vine,51,tenure,False,79.14999999999999,0.538062269206111,0.552414008597029
vine,51,cost_burden_pct,False,79.14999999999999,0.5381781098647045,0.5283320231445088
vine,51,employment_status,False,79.14999999999999,0.5149878746968675,0.4864612511671335
vine,51,household_size,True,79.14999999999999,0.5165807254623044,0.5415125639451037
vine,51,age_group,False,79.14999999999999,0.4812525797922779,0.4794232233218396
