dataset,generator,target,seed,arm,n_real_total,n_real_train,n_real_test,n_synthetic,test_size,target_is_hub,hubs,retention_pct,f1_full,accuracy_full,f1_filtered,accuracy_filtered
census_acs,vine,household_income,49,B_no_hub,2000,1400,600,2000,0.3,False,housing_cost|poverty_status|education|household_size|age_group,85.6,0.495743415486764,0.49833333333333335,0.48142322368000534,0.4816666666666667
census_acs,vine,household_income,49,C_blind,2000,1400,600,2000,0.3,False,housing_cost|poverty_status|education|household_size|age_group,96.25,0.495743415486764,0.49833333333333335,0.4598765432098766,0.4633333333333333
census_acs,vine,household_income,50,A_published,2000,1400,600,2000,0.3,True,household_income|poverty_status|housing_cost|education|tenure,82.69999999999999,0.47154776491377226,0.4716666666666667,0.6013466366054971,0.6016666666666667
census_acs,vine,household_income,50,B_no_hub,2000,1400,600,2000,0.3,False,poverty_status|housing_cost|education|tenure|household_size,91.5,0.47154776491377226,0.4716666666666667,0.4785166696380817,0.48
census_acs,vine,household_income,50,C_blind,2000,1400,600,2000,0.3,False,poverty_status|housing_cost|education|tenure|age_group,94.8,0.47154776491377226,0.4716666666666667,0.47154776491377226,0.4716666666666667
census_acs,vine,household_income,51,A_published,2000,1400,600,2000,0.3,True,household_income|housing_cost|poverty_status|education|household_size,79.14999999999999,0.3975953876832453,0.3983333333333333,0.5749704840613932,0.575
census_acs,vine,household_income,51,B_no_hub,2000,1400,600,2000,0.3,False,housing_cost|poverty_status|education|household_size|tenure,86.05000000000001,0.3975953876832453,0.3983333333333333,0.4449614556566428,0.445
census_acs,vine,household_income,51,C_blind,2000,1400,600,2000,0.3,False,housing_cost|poverty_status|education|household_size|age_group,93.35,0.3975953876832453,0.3983333333333333,0.39162441836238626,0.39166666666666666
online_purchases,ctgan,item_total,43,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,18.67469879518072,0.40379268017735914,0.405,0.9798366770843835,0.98
online_purchases,ctgan,item_total,43,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,39.30722891566265,0.40379268017735914,0.405,0.6391995781410452,0.675
online_purchases,ctgan,item_total,43,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,28.012048192771083,0.40379268017735914,0.405,0.42985443628749465,0.435
online_purchases,ctgan,item_total,44,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,18.67469879518072,0.5334329375376792,0.555,0.8323809523809524,0.835
online_purchases,ctgan,item_total,44,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,33.8855421686747,0.5334329375376792,0.555,0.6332650199546974,0.66
online_purchases,ctgan,item_total,44,C_blind,664,464,200,664,0.3,False,quantity|purchase_price|item_subtotal|item_tax|list_price,30.873493975903614,0.5334329375376792,0.555,0.6305418719211823,0.64
online_purchases,ctgan,item_total,45,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,16.867469879518072,0.5213675213675214,0.58,0.96999699969997,0.97
online_purchases,ctgan,item_total,45,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,36.295180722891565,0.5213675213675214,0.58,0.8217514196226223,0.825
online_purchases,ctgan,item_total,45,C_blind,664,464,200,664,0.3,False,quantity|purchase_price|item_subtotal|item_tax|list_price,26.506024096385545,0.5213675213675214,0.58,0.75,0.76
online_purchases,ctgan,item_total,46,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,21.837349397590362,0.46357989836250707,0.62,0.3670886075949367,0.58
online_purchases,ctgan,item_total,46,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,27.40963855421687,0.46357989836250707,0.62,0.36507936507936506,0.575
online_purchases,ctgan,item_total,46,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,13.855421686746988,0.46357989836250707,0.62,0.4966274036041478,0.625
online_purchases,ctgan,item_total,47,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,26.656626506024097,0.32432432432432434,0.48,0.32432432432432434,0.48
online_purchases,ctgan,item_total,47,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,33.13253012048193,0.32432432432432434,0.48,0.32432432432432434,0.48
online_purchases,ctgan,item_total,47,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,28.313253012048197,0.32432432432432434,0.48,0.32432432432432434,0.48
online_purchases,ctgan,item_total,48,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,10.843373493975903,0.47987336047037543,0.54,0.8899559823929573,0.89
online_purchases,ctgan,item_total,48,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,20.783132530120483,0.47987336047037543,0.54,0.7162673392181589,0.73
online_purchases,ctgan,item_total,48,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,17.620481927710845,0.47987336047037543,0.54,0.6197394931751752,0.665
online_purchases,ctgan,item_total,49,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,15.36144578313253,0.3466666666666667,0.51,0.5388245388245388,0.57
online_purchases,ctgan,item_total,49,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,20.481927710843372,0.3466666666666667,0.51,0.33485888634630057,0.455
online_purchases,ctgan,item_total,49,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,18.82530120481928,0.3466666666666667,0.51,0.34548854604955587,0.44
online_purchases,ctgan,item_total,50,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,18.97590361445783,0.3946571917357547,0.54,0.5348977681133158,0.615
online_purchases,ctgan,item_total,50,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,24.096385542168676,0.3946571917357547,0.54,0.3946571917357547,0.54
online_purchases,ctgan,item_total,50,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,20.632530120481928,0.3946571917357547,0.54,0.6208639705882353,0.67
online_purchases,ctgan,item_total,51,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,16.265060240963855,0.33554817275747506,0.505,0.4775615626192363,0.555
online_purchases,ctgan,item_total,51,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,31.32530120481928,0.33554817275747506,0.505,0.39673982800667434,0.53
online_purchases,ctgan,item_total,51,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,19.728915662650603,0.33554817275747506,0.505,0.426474669297894,0.535
online_purchases,vine,item_total,43,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,16.566265060240966,0.5098039215686274,0.51,0.8498648783905515,0.85
online_purchases,vine,item_total,43,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,29.066265060240966,0.5098039215686274,0.51,0.5947467166979362,0.595
online_purchases,vine,item_total,43,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,19.126506024096386,0.5098039215686274,0.51,0.42533198726411425,0.445
online_purchases,vine,item_total,44,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,15.512048192771086,0.5849896247406186,0.585,0.9248478168290788,0.925
online_purchases,vine,item_total,44,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,30.57228915662651,0.5849896247406186,0.585,0.8149583656322672,0.815
online_purchases,vine,item_total,44,C_blind,664,464,200,664,0.3,False,quantity|purchase_price|item_subtotal|item_tax|list_price,26.506024096385545,0.5849896247406186,0.585,0.8297275641025641,0.83
online_purchases,vine,item_total,45,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,17.92168674698795,0.46,0.46,0.9194847020933977,0.92
online_purchases,vine,item_total,45,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,34.18674698795181,0.46,0.46,0.5628703094140882,0.585
online_purchases,vine,item_total,45,C_blind,664,464,200,664,0.3,False,quantity|purchase_price|item_subtotal|item_tax|list_price,25.602409638554217,0.46,0.46,0.42985443628749465,0.435
online_purchases,vine,item_total,46,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,12.198795180722891,0.45433155615629145,0.455,0.8924152770306617,0.895
online_purchases,vine,item_total,46,B_no_hub,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,20.783132530120483,0.45433155615629145,0.455,0.5151515151515151,0.52
online_purchases,vine,item_total,46,C_blind,664,464,200,664,0.3,False,quantity|item_subtotal|purchase_price|item_tax|list_price,16.716867469879517,0.45433155615629145,0.455,0.3998575933272302,0.41
online_purchases,vine,item_total,47,A_published,664,464,200,664,0.3,True,quantity|item_subtotal|item_total|purchase_price|item_tax,17.319277108433734,0.4348728463904379,0.435,0.6921182266009853,0.7
