n_valid_seeds,f1_full_mean,f1_hif_mean,delta_f1_mean,retention_mean_pct,paired_ttest_p,delta_f1_ci_low,delta_f1_ci_high
10,0.4808333095910422,0.6249366854696666,0.1441033758786246,78.95500000000001,6.350354439853254e-06,0.10916609359657634,0.17904065816067286
