dataset,generator,target,target_is_hub,seed,retention,violation_rate,f1_full,f1_filtered
credit,ctgan,pay_2,True,43,41.6,0.584,0.07333985844217421,0.08395965171287333
credit,ctgan,pay_3,True,43,41.6,0.584,0.10705179269174962,0.10606160546136535
credit,ctgan,pay_5,True,43,41.6,0.584,0.1283625666774593,0.15460025166734898
credit,ctgan,pay_4,True,43,41.6,0.584,0.11117863139481292,0.12447219741555159
credit,ctgan,pay_6,True,43,41.6,0.584,0.11608933321640502,0.12464557246610558
credit,ctgan,default_payment,False,43,41.6,0.584,0.4616588419405321,0.4545877345660308
credit,ctgan,limit_bal,False,43,41.6,0.584,0.3640264245847202,0.3772185598377282
credit,ctgan,age,False,43,41.6,0.584,0.3435448577680525,0.3435448577680525
credit,ctgan,pay_0,False,43,41.6,0.584,0.07280837029577573,0.07290414066931367
credit,ctgan,bill_amt1,False,43,41.6,0.584,0.35312024353120247,0.32865557865557865
credit,ctgan,pay_amt1,False,43,41.6,0.584,0.3220338983050847,0.31708400421964356
credit,ctgan,pay_2,True,44,33.25,0.6675,0.09135226979207026,0.10012899665950847
credit,ctgan,pay_3,True,44,33.25,0.6675,0.08649492583918814,0.11984549981964616
credit,ctgan,pay_5,True,44,33.25,0.6675,0.10222202418085138,0.12595062729104764
credit,ctgan,pay_4,True,44,33.25,0.6675,0.08486199095022624,0.09598079086268063
credit,ctgan,pay_6,True,44,33.25,0.6675,0.12975085921110366,0.12180380595014742
credit,ctgan,default_payment,False,44,33.25,0.6675,0.4419162125213027,0.44672093605535235
credit,ctgan,limit_bal,False,44,33.25,0.6675,0.3311036789297659,0.39303046166470945
credit,ctgan,age,False,44,33.25,0.6675,0.4660132456454652,0.520141575251557
credit,ctgan,pay_0,False,44,33.25,0.6675,0.07898193415304401,0.12882606288193252
credit,ctgan,bill_amt1,False,44,33.25,0.6675,0.3910837259876767,0.44957098915331073
credit,ctgan,pay_amt1,False,44,33.25,0.6675,0.33184855233853006,0.30806298823432504
credit,ctgan,pay_2,True,45,39.35,0.6065,0.09072939175862546,0.09508716414730216
credit,ctgan,pay_3,True,45,39.35,0.6065,0.1025712042519977,0.1051030615540621
credit,ctgan,pay_5,True,45,39.35,0.6065,0.10578459571748164,0.11267660910518053
credit,ctgan,pay_4,True,45,39.35,0.6065,0.1021964581213448,0.11063650266308074
credit,ctgan,pay_6,True,45,39.35,0.6065,0.12714293678154365,0.11907309831259322
credit,ctgan,default_payment,False,45,39.35,0.6065,0.4521037809947701,0.4412852921457128
credit,ctgan,limit_bal,False,45,39.35,0.6065,0.45436058510263455,0.43041499837111297
credit,ctgan,age,False,45,39.35,0.6065,0.338527611461067,0.3693839117567931
credit,ctgan,pay_0,False,45,39.35,0.6065,0.10018236503772791,0.07671259028501531
credit,ctgan,bill_amt1,False,45,39.35,0.6065,0.3639513971136553,0.3702462940863539
credit,ctgan,pay_amt1,False,45,39.35,0.6065,0.3644444444444444,0.33993399339933994
credit,ctgan,pay_2,True,46,30.75,0.6925,0.09359892604886715,0.09815371474564301
credit,ctgan,pay_3,True,46,30.75,0.6925,0.09469763333479334,0.10102350898283577
credit,ctgan,pay_5,True,46,30.75,0.6925,0.08861845531781089,0.09235264634055304
credit,ctgan,pay_4,True,46,30.75,0.6925,0.09280989696181809,0.08549312988407837
credit,ctgan,pay_6,True,46,30.75,0.6925,0.09751100923652554,0.11118627602065637
credit,ctgan,default_payment,False,46,30.75,0.6925,0.4833619336675806,0.4689004512187223
credit,ctgan,limit_bal,False,46,30.75,0.6925,0.5762663598774362,0.5707602094115464
credit,ctgan,age,False,46,30.75,0.6925,0.3422534576744605,0.35555555555555557
credit,ctgan,pay_0,False,46,30.75,0.6925,0.08021541950113378,0.08586594695994408
credit,ctgan,bill_amt1,False,46,30.75,0.6925,0.3277943588502594,0.29906542056074764
credit,ctgan,pay_amt1,False,46,30.75,0.6925,0.33184855233853006,0.3324846526184475
