seed,error_type,corruption_level,method,f1,precision,recall,roc_auc,pr_auc,n_flagged,n_true_errors
49,feature_dropout,0.4,GMM,0.5264586160108549,0.41247342310418145,0.7275,0.547290625,0.45927110685147254,1411,800
49,covariate_shift,0.4,HIF,0.004944375772558714,0.2222222222222222,0.0025,0.29816145833333335,0.35212016315506256,9,800
49,covariate_shift,0.4,IsolationForest,0.3970315398886827,0.3929008567931457,0.40125,0.491278125,0.4123765109027283,817,800
49,covariate_shift,0.4,LOF,0.29386176897051713,0.23955870764381404,0.38,0.21299375,0.26690811650008567,1269,800
49,covariate_shift,0.4,GMM,0.3242127000516262,0.27616534740545295,0.3925,0.279571875,0.2843191762142582,1137,800
50,random_injection,0.4,HIF,0.31611570247933884,0.9107142857142857,0.19125,0.8823770833333333,0.8269690659337741,168,800
50,random_injection,0.4,IsolationForest,0.410958904109589,0.4094292803970223,0.4125,0.511221875,0.4057169424678093,806,800
50,random_injection,0.4,LOF,0.6135831381733021,0.4460839954597049,0.9825,0.8559364583333333,0.822485006825256,1762,800
50,random_injection,0.4,GMM,0.6295848448206368,0.4646044021415824,0.97625,0.8750177083333334,0.8417834966894875,1681,800
50,semantic_hallucination,0.4,HIF,0.26180257510729615,0.9242424242424242,0.1525,0.8331369791666667,0.7953950353532615,132,800
50,semantic_hallucination,0.4,IsolationForest,0.4087227414330218,0.4074534161490683,0.41,0.5103645833333333,0.4006561309576159,805,800
50,semantic_hallucination,0.4,LOF,0.593574297188755,0.4372781065088757,0.92375,0.7150739583333334,0.6539207639190746,1690,800
50,semantic_hallucination,0.4,GMM,0.6182707993474714,0.45883777239709445,0.9475,0.82305,0.7983356611610891,1652,800
50,row_duplication,0.4,HIF,0.012269938650306749,0.3333333333333333,0.00625,0.5045953124999999,0.40523641977185226,15,800
50,row_duplication,0.4,IsolationForest,0.394169835234474,0.39974293059125965,0.38875,0.4939453125,0.40064803527322035,778,800
50,row_duplication,0.4,LOF,0.5387484459179445,0.402975821450713,0.8125,0.5133197916666667,0.4166027362409234,1613,800
50,row_duplication,0.4,GMM,0.5252082419991232,0.40445644834571237,0.74875,0.5126239583333333,0.4253109227770373,1481,800
50,feature_dropout,0.4,HIF,0.07838479809976247,0.7857142857142857,0.04125,0.6598593749999999,0.584746590149424,42,800
50,feature_dropout,0.4,IsolationForest,0.1561822125813449,0.18524871355060035,0.135,0.2844229166666667,0.28534236343596775,583,800
50,feature_dropout,0.4,LOF,0.5273715002089427,0.39610797237915885,0.78875,0.49363541666666666,0.3938527213635491,1593,800
50,feature_dropout,0.4,GMM,0.5669755686604886,0.4275730622617535,0.84125,0.5833479166666667,0.47589286216472604,1574,800
50,covariate_shift,0.4,HIF,0.007352941176470588,0.1875,0.00375,0.28586093749999997,0.3526202261598793,16,800
50,covariate_shift,0.4,IsolationForest,0.3880025526483727,0.3963494132985658,0.38,0.4958239583333333,0.4153371122007301,767,800
50,covariate_shift,0.4,LOF,0.29912875121006777,0.24407582938388625,0.38625,0.21437812499999997,0.2672795917515304,1266,800
50,covariate_shift,0.4,GMM,0.3078481012658228,0.25872340425531914,0.38,0.2633729166666667,0.2799756567018107,1175,800
51,random_injection,0.4,HIF,0.3872889771598808,0.9420289855072463,0.24375,0.894353125,0.8539745076376918,207,800
51,random_injection,0.4,IsolationForest,0.4226190476190476,0.4034090909090909,0.44375,0.5049270833333332,0.40862745759600755,880,800
51,random_injection,0.4,LOF,0.6176125244618396,0.4495726495726496,0.98625,0.87985,0.8553206283473942,1755,800
51,random_injection,0.4,GMM,0.6394779771615008,0.4745762711864407,0.98,0.8818083333333333,0.8516823585738935,1652,800
51,semantic_hallucination,0.4,HIF,0.20727673649393605,0.8785046728971962,0.1175,0.8346895833333333,0.7839287697701944,107,800
51,semantic_hallucination,0.4,IsolationForest,0.4284852142426071,0.41423570595099185,0.44375,0.5151427083333333,0.4073013309977561,857,800
51,semantic_hallucination,0.4,LOF,0.5955766192733017,0.4353348729792148,0.9425,0.7191447916666667,0.6497847606777098,1732,800
51,semantic_hallucination,0.4,GMM,0.6244190959019856,0.4716017868538609,0.92375,0.8254302083333334,0.8044778610715929,1567,800
