seed,error_type,corruption_level,method,f1,precision,recall,roc_auc,pr_auc,n_flagged,n_true_errors
43,random_injection,0.4,IsolationForest,0.434833430742256,0.4083424807903403,0.465,0.5117427083333334,0.40578222684824594,911,800
43,random_injection,0.4,LOF,0.6105675146771037,0.4444444444444444,0.975,0.8580302083333333,0.8282026455050289,1755,800
43,random_injection,0.4,GMM,0.6339285714285714,0.46935096153846156,0.97625,0.8663854166666667,0.8384430125000923,1664,800
43,semantic_hallucination,0.4,HIF,0.2239297475301866,0.918918918918919,0.1275,0.8327729166666666,0.7931682929387672,111,800
43,semantic_hallucination,0.4,IsolationForest,0.43277553375649164,0.40192926045016075,0.46875,0.5022791666666667,0.4022568845658311,933,800
43,semantic_hallucination,0.4,LOF,0.5952380952380952,0.436046511627907,0.9375,0.7228104166666667,0.6621982584540025,1720,800
43,semantic_hallucination,0.4,GMM,0.6240198101527032,0.4658040665434381,0.945,0.836375,0.818679034787161,1623,800
43,row_duplication,0.4,HIF,0.00984009840098401,0.3076923076923077,0.005,0.507759375,0.3994460768619213,13,800
43,row_duplication,0.4,IsolationForest,0.4409902130109384,0.4087513340448239,0.47875,0.5008057291666667,0.39891564305728444,937,800
43,row_duplication,0.4,LOF,0.5402061855670103,0.40307692307692305,0.81875,0.5185265625000001,0.4114457290090438,1625,800
43,row_duplication,0.4,GMM,0.5218554861730598,0.4056865464632455,0.73125,0.5046291666666667,0.40349828327969206,1442,800
43,feature_dropout,0.4,HIF,0.031668696711327646,0.6190476190476191,0.01625,0.6458250000000001,0.5545865676773353,21,800
43,feature_dropout,0.4,IsolationForest,0.1275121275121275,0.14307931570762053,0.115,0.24629791666666667,0.27313944485099395,643,800
43,feature_dropout,0.4,LOF,0.5241666666666667,0.393125,0.78625,0.4885760416666667,0.3962693156293878,1600,800
43,feature_dropout,0.4,GMM,0.49327354260089684,0.38461538461538464,0.6875,0.4997395833333333,0.4450853166649217,1430,800
43,covariate_shift,0.4,HIF,0.0024691358024691358,0.1,0.00125,0.27811093749999993,0.35163828554421306,10,800
43,covariate_shift,0.4,IsolationForest,0.37708830548926014,0.3607305936073059,0.395,0.46905624999999995,0.4077300293555523,876,800
43,covariate_shift,0.4,LOF,0.28681424446583254,0.23317683881064163,0.3725,0.20721666666666666,0.2646584871908375,1278,800
43,covariate_shift,0.4,GMM,0.3235732009925558,0.2683127572016461,0.4075,0.26362083333333336,0.27836865383001935,1215,800
44,random_injection,0.4,HIF,0.38671875,0.8839285714285714,0.2475,0.8873020833333334,0.831186061318576,224,800
